"Country_Code","Series_Code","Country_Name","Series_Name"
"105481","Employee_Division","105481","Employee_Division"
"105768","Employee_Division","105768","Employee_Division"
"106601","Employee_Division","106601","Employee_Division"
"106701","Employee_Division","106701","Employee_Division"
"108027","Employee_Division","108027","Employee_Division"
"108548","Employee_Division","108548","Employee_Division"
"109124","Employee_Division","109124","Employee_Division"
"111214","Employee_Division","111214","Employee_Division"
"111603","Employee_Division","111603","Employee_Division"
"112460","Employee_Division","112460","Employee_Division"
"112513","Employee_Division","112513","Employee_Division"
"112632","Employee_Division","112632","Employee_Division"
"112696","Employee_Division","112696","Employee_Division"
"113186","Employee_Division","113186","Employee_Division"
"113473","Employee_Division","113473","Employee_Division"
"113605","Employee_Division","113605","Employee_Division"
"113883","Employee_Division","113883","Employee_Division"
"114508","Employee_Division","114508","Employee_Division"
"114542","Employee_Division","114542","Employee_Division"
"114610","Employee_Division","114610","Employee_Division"
"123591","Employee_Division","123591","Employee_Division"
"138281","Employee_Division","138281","Employee_Division"
"140091","Employee_Division","140091","Employee_Division"
"140449","Employee_Division","140449","Employee_Division"
"145121","Employee_Division","145121","Employee_Division"
"145148","Employee_Division","145148","Employee_Division"
"145282","Employee_Division","145282","Employee_Division"
"145714","Employee_Division","145714","Employee_Division"
"145732","Employee_Division","145732","Employee_Division"
"145740","Employee_Division","145740","Employee_Division"
"145760","Employee_Division","145760","Employee_Division"
"145764","Employee_Division","145764","Employee_Division"
"146142","Employee_Division","146142","Employee_Division"
"146449","Employee_Division","146449","Employee_Division"
"146451","Employee_Division","146451","Employee_Division"
"146458","Employee_Division","146458","Employee_Division"
"147448","Employee_Division","147448","Employee_Division"
"147670","Employee_Division","147670","Employee_Division"
"147959","Employee_Division","147959","Employee_Division"
"148071","Employee_Division","148071","Employee_Division"
"148155","Employee_Division","148155","Employee_Division"
"149186","Employee_Division","149186","Employee_Division"
"149346","Employee_Division","149346","Employee_Division"
"149366","Employee_Division","149366","Employee_Division"
"149486","Employee_Division","149486","Employee_Division"
"149493","Employee_Division","149493","Employee_Division"
"150138","Employee_Division","150138","Employee_Division"
"150210","Employee_Division","150210","Employee_Division"
"150711","Employee_Division","150711","Employee_Division"
"150763","Employee_Division","150763","Employee_Division"
"150776","Employee_Division","150776","Employee_Division"
"151441","Employee_Division","151441","Employee_Division"
"151684","Employee_Division","151684","Employee_Division"
"152088","Employee_Division","152088","Employee_Division"
"152341","Employee_Division","152341","Employee_Division"
"152396","Employee_Division","152396","Employee_Division"
"152515","Employee_Division","152515","Employee_Division"
"152609","Employee_Division","152609","Employee_Division"
"153405","Employee_Division","153405","Employee_Division"
"153476","Employee_Division","153476","Employee_Division"
"153936","Employee_Division","153936","Employee_Division"
"154086","Employee_Division","154086","Employee_Division"
"154267","Employee_Division","154267","Employee_Division"
"154310","Employee_Division","154310","Employee_Division"
"154353","Employee_Division","154353","Employee_Division"
"154737","Employee_Division","154737","Employee_Division"
"154868","Employee_Division","154868","Employee_Division"
"154915","Employee_Division","154915","Employee_Division"
"155331","Employee_Division","155331","Employee_Division"
"156028","Employee_Division","156028","Employee_Division"
"156084","Employee_Division","156084","Employee_Division"
"156213","Employee_Division","156213","Employee_Division"
"156276","Employee_Division","156276","Employee_Division"
"156462","Employee_Division","156462","Employee_Division"
"156757","Employee_Division","156757","Employee_Division"
"156767","Employee_Division","156767","Employee_Division"
"156851","Employee_Division","156851","Employee_Division"
"156933","Employee_Division","156933","Employee_Division"
"157083","Employee_Division","157083","Employee_Division"
"157314","Employee_Division","157314","Employee_Division"
"157614","Employee_Division","157614","Employee_Division"
"157885","Employee_Division","157885","Employee_Division"
"157934","Employee_Division","157934","Employee_Division"
"157956","Employee_Division","157956","Employee_Division"
"158672","Employee_Division","158672","Employee_Division"
"158704","Employee_Division","158704","Employee_Division"
"158931","Employee_Division","158931","Employee_Division"
"159105","Employee_Division","159105","Employee_Division"
"159119","Employee_Division","159119","Employee_Division"
"159416","Employee_Division","159416","Employee_Division"
"159556","Employee_Division","159556","Employee_Division"
"160483","Employee_Division","160483","Employee_Division"
"161320","Employee_Division","161320","Employee_Division"
"162165","Employee_Division","162165","Employee_Division"
"162266","Employee_Division","162266","Employee_Division"
"162359","Employee_Division","162359","Employee_Division"
"162603","Employee_Division","162603","Employee_Division"
"162727","Employee_Division","162727","Employee_Division"
"162737","Employee_Division","162737","Employee_Division"
"162804","Employee_Division","162804","Employee_Division"
"162820","Employee_Division","162820","Employee_Division"
"164112","Employee_Division","164112","Employee_Division"
"164219","Employee_Division","164219","Employee_Division"
"164259","Employee_Division","164259","Employee_Division"
"164689","Employee_Division","164689","Employee_Division"
"164895","Employee_Division","164895","Employee_Division"
"165117","Employee_Division","165117","Employee_Division"
"165182","Employee_Division","165182","Employee_Division"
"166321","Employee_Division","166321","Employee_Division"
"166342","Employee_Division","166342","Employee_Division"
"166675","Employee_Division","166675","Employee_Division"
"166768","Employee_Division","166768","Employee_Division"
"166843","Employee_Division","166843","Employee_Division"
"170050","Employee_Division","170050","Employee_Division"
"170408","Employee_Division","170408","Employee_Division"
"170687","Employee_Division","170687","Employee_Division"
"171195","Employee_Division","171195","Employee_Division"
"171328","Employee_Division","171328","Employee_Division"
"172060","Employee_Division","172060","Employee_Division"
"172171","Employee_Division","172171","Employee_Division"
"172276","Employee_Division","172276","Employee_Division"
"172301","Employee_Division","172301","Employee_Division"
"172355","Employee_Division","172355","Employee_Division"
"172538","Employee_Division","172538","Employee_Division"
"172772","Employee_Division","172772","Employee_Division"
"172814","Employee_Division","172814","Employee_Division"
"172825","Employee_Division","172825","Employee_Division"
"173024","Employee_Division","173024","Employee_Division"
"173261","Employee_Division","173261","Employee_Division"
"173363","Employee_Division","173363","Employee_Division"
"173546","Employee_Division","173546","Employee_Division"
"174003","Employee_Division","174003","Employee_Division"
"174187","Employee_Division","174187","Employee_Division"
"174296","Employee_Division","174296","Employee_Division"
"174345","Employee_Division","174345","Employee_Division"
"174658","Employee_Division","174658","Employee_Division"
"175165","Employee_Division","175165","Employee_Division"
"175192","Employee_Division","175192","Employee_Division"
"175211","Employee_Division","175211","Employee_Division"
"175475","Employee_Division","175475","Employee_Division"
"175476","Employee_Division","175476","Employee_Division"
"175526","Employee_Division","175526","Employee_Division"
"175818","Employee_Division","175818","Employee_Division"
"175924","Employee_Division","175924","Employee_Division"
"176095","Employee_Division","176095","Employee_Division"
"176149","Employee_Division","176149","Employee_Division"
"176268","Employee_Division","176268","Employee_Division"
"176404","Employee_Division","176404","Employee_Division"
"176451","Employee_Division","176451","Employee_Division"
"176472","Employee_Division","176472","Employee_Division"
"176585","Employee_Division","176585","Employee_Division"
"177084","Employee_Division","177084","Employee_Division"
"177154","Employee_Division","177154","Employee_Division"
"177170","Employee_Division","177170","Employee_Division"
"177188","Employee_Division","177188","Employee_Division"
"177307","Employee_Division","177307","Employee_Division"
"177428","Employee_Division","177428","Employee_Division"
"177480","Employee_Division","177480","Employee_Division"
"177492","Employee_Division","177492","Employee_Division"
"177898","Employee_Division","177898","Employee_Division"
"177936","Employee_Division","177936","Employee_Division"
"178149","Employee_Division","178149","Employee_Division"
"178268","Employee_Division","178268","Employee_Division"
"178349","Employee_Division","178349","Employee_Division"
"178373","Employee_Division","178373","Employee_Division"
"178469","Employee_Division","178469","Employee_Division"
"178481","Employee_Division","178481","Employee_Division"
"178585","Employee_Division","178585","Employee_Division"
"178876","Employee_Division","178876","Employee_Division"
"178918","Employee_Division","178918","Employee_Division"
"178979","Employee_Division","178979","Employee_Division"
"179056","Employee_Division","179056","Employee_Division"
"179093","Employee_Division","179093","Employee_Division"
"179341","Employee_Division","179341","Employee_Division"
"179351","Employee_Division","179351","Employee_Division"
"179516","Employee_Division","179516","Employee_Division"
"180243","Employee_Division","180243","Employee_Division"
"180257","Employee_Division","180257","Employee_Division"
"180281","Employee_Division","180281","Employee_Division"
"180474","Employee_Division","180474","Employee_Division"
"180487","Employee_Division","180487","Employee_Division"
"180610","Employee_Division","180610","Employee_Division"
"180984","Employee_Division","180984","Employee_Division"
"181134","Employee_Division","181134","Employee_Division"
"181263","Employee_Division","181263","Employee_Division"
"181436","Employee_Division","181436","Employee_Division"
"181641","Employee_Division","181641","Employee_Division"
"181818","Employee_Division","181818","Employee_Division"
"181839","Employee_Division","181839","Employee_Division"
"182196","Employee_Division","182196","Employee_Division"
"182329","Employee_Division","182329","Employee_Division"
"182602","Employee_Division","182602","Employee_Division"
"182680","Employee_Division","182680","Employee_Division"
"182753","Employee_Division","182753","Employee_Division"
"182776","Employee_Division","182776","Employee_Division"
"182782","Employee_Division","182782","Employee_Division"
"183010","Employee_Division","183010","Employee_Division"
"183143","Employee_Division","183143","Employee_Division"
"183209","Employee_Division","183209","Employee_Division"
"183464","Employee_Division","183464","Employee_Division"
"183511","Employee_Division","183511","Employee_Division"
"184307","Employee_Division","184307","Employee_Division"
"184393","Employee_Division","184393","Employee_Division"
"184524","Employee_Division","184524","Employee_Division"
"184638","Employee_Division","184638","Employee_Division"
"184650","Employee_Division","184650","Employee_Division"
"185163","Employee_Division","185163","Employee_Division"
"185203","Employee_Division","185203","Employee_Division"
"185230","Employee_Division","185230","Employee_Division"
"185317","Employee_Division","185317","Employee_Division"
"185341","Employee_Division","185341","Employee_Division"
"185358","Employee_Division","185358","Employee_Division"
"186095","Employee_Division","186095","Employee_Division"
"186185","Employee_Division","186185","Employee_Division"
"186277","Employee_Division","186277","Employee_Division"
"186485","Employee_Division","186485","Employee_Division"
"186575","Employee_Division","186575","Employee_Division"
"186693","Employee_Division","186693","Employee_Division"
"186712","Employee_Division","186712","Employee_Division"
"187008","Employee_Division","187008","Employee_Division"
"187355","Employee_Division","187355","Employee_Division"
"187481","Employee_Division","187481","Employee_Division"
"187586","Employee_Division","187586","Employee_Division"
"187793","Employee_Division","187793","Employee_Division"
"188085","Employee_Division","188085","Employee_Division"
"188436","Employee_Division","188436","Employee_Division"
"188595","Employee_Division","188595","Employee_Division"
"188916","Employee_Division","188916","Employee_Division"
"189159","Employee_Division","189159","Employee_Division"
"189283","Employee_Division","189283","Employee_Division"
"189509","Employee_Division","189509","Employee_Division"
"189640","Employee_Division","189640","Employee_Division"
"190017","Employee_Division","190017","Employee_Division"
"190387","Employee_Division","190387","Employee_Division"
"190415","Employee_Division","190415","Employee_Division"
"190602","Employee_Division","190602","Employee_Division"
"190605","Employee_Division","190605","Employee_Division"
"191439","Employee_Division","191439","Employee_Division"
"191572","Employee_Division","191572","Employee_Division"
"191836","Employee_Division","191836","Employee_Division"
"191874","Employee_Division","191874","Employee_Division"
"192223","Employee_Division","192223","Employee_Division"
"192643","Employee_Division","192643","Employee_Division"
"192932","Employee_Division","192932","Employee_Division"
"193453","Employee_Division","193453","Employee_Division"
"194013","Employee_Division","194013","Employee_Division"
"194124","Employee_Division","194124","Employee_Division"
"194562","Employee_Division","194562","Employee_Division"
"195908","Employee_Division","195908","Employee_Division"
"195965","Employee_Division","195965","Employee_Division"
"196166","Employee_Division","196166","Employee_Division"
"196353","Employee_Division","196353","Employee_Division"
"196365","Employee_Division","196365","Employee_Division"
"196700","Employee_Division","196700","Employee_Division"
"196924","Employee_Division","196924","Employee_Division"
"196925","Employee_Division","196925","Employee_Division"
"196934","Employee_Division","196934","Employee_Division"
"197183","Employee_Division","197183","Employee_Division"
"198359","Employee_Division","198359","Employee_Division"
"198498","Employee_Division","198498","Employee_Division"
"199080","Employee_Division","199080","Employee_Division"
"199088","Employee_Division","199088","Employee_Division"
"199121","Employee_Division","199121","Employee_Division"
"199396","Employee_Division","199396","Employee_Division"
"199582","Employee_Division","199582","Employee_Division"
"200089","Employee_Division","200089","Employee_Division"
"200426","Employee_Division","200426","Employee_Division"
"200427","Employee_Division","200427","Employee_Division"
"200656","Employee_Division","200656","Employee_Division"
"200762","Employee_Division","200762","Employee_Division"
"200947","Employee_Division","200947","Employee_Division"
"200957","Employee_Division","200957","Employee_Division"
"201120","Employee_Division","201120","Employee_Division"
"201153","Employee_Division","201153","Employee_Division"
"201257","Employee_Division","201257","Employee_Division"
"201739","Employee_Division","201739","Employee_Division"
"201922","Employee_Division","201922","Employee_Division"
"202208","Employee_Division","202208","Employee_Division"
"202268","Employee_Division","202268","Employee_Division"
"202429","Employee_Division","202429","Employee_Division"
"202918","Employee_Division","202918","Employee_Division"
"203016","Employee_Division","203016","Employee_Division"
"203204","Employee_Division","203204","Employee_Division"
"203253","Employee_Division","203253","Employee_Division"
"203364","Employee_Division","203364","Employee_Division"
"203628","Employee_Division","203628","Employee_Division"
"203762","Employee_Division","203762","Employee_Division"
"203767","Employee_Division","203767","Employee_Division"
"203779","Employee_Division","203779","Employee_Division"
"203796","Employee_Division","203796","Employee_Division"
"203917","Employee_Division","203917","Employee_Division"
"203919","Employee_Division","203919","Employee_Division"
"204221","Employee_Division","204221","Employee_Division"
"204226","Employee_Division","204226","Employee_Division"
"204396","Employee_Division","204396","Employee_Division"
"204420","Employee_Division","204420","Employee_Division"
"204533","Employee_Division","204533","Employee_Division"
"205115","Employee_Division","205115","Employee_Division"
"205355","Employee_Division","205355","Employee_Division"
"205509","Employee_Division","205509","Employee_Division"
"205616","Employee_Division","205616","Employee_Division"
"205786","Employee_Division","205786","Employee_Division"
"205836","Employee_Division","205836","Employee_Division"
"206071","Employee_Division","206071","Employee_Division"
"206330","Employee_Division","206330","Employee_Division"
"206490","Employee_Division","206490","Employee_Division"
"206629","Employee_Division","206629","Employee_Division"
"206985","Employee_Division","206985","Employee_Division"
"207003","Employee_Division","207003","Employee_Division"
"207556","Employee_Division","207556","Employee_Division"
"207927","Employee_Division","207927","Employee_Division"
"208211","Employee_Division","208211","Employee_Division"
"208321","Employee_Division","208321","Employee_Division"
"208545","Employee_Division","208545","Employee_Division"
"208644","Employee_Division","208644","Employee_Division"
"208675","Employee_Division","208675","Employee_Division"
"208763","Employee_Division","208763","Employee_Division"
"209002","Employee_Division","209002","Employee_Division"
"209055","Employee_Division","209055","Employee_Division"
"209088","Employee_Division","209088","Employee_Division"
"209322","Employee_Division","209322","Employee_Division"
"209818","Employee_Division","209818","Employee_Division"
"209843","Employee_Division","209843","Employee_Division"
"210100","Employee_Division","210100","Employee_Division"
"211295","Employee_Division","211295","Employee_Division"
"211506","Employee_Division","211506","Employee_Division"
"211518","Employee_Division","211518","Employee_Division"
"211917","Employee_Division","211917","Employee_Division"
"212026","Employee_Division","212026","Employee_Division"
"212200","Employee_Division","212200","Employee_Division"
"212818","Employee_Division","212818","Employee_Division"
"212880","Employee_Division","212880","Employee_Division"
"213176","Employee_Division","213176","Employee_Division"
"213354","Employee_Division","213354","Employee_Division"
"213363","Employee_Division","213363","Employee_Division"
"213726","Employee_Division","213726","Employee_Division"
"213887","Employee_Division","213887","Employee_Division"
"213948","Employee_Division","213948","Employee_Division"
"213971","Employee_Division","213971","Employee_Division"
"214089","Employee_Division","214089","Employee_Division"
"214449","Employee_Division","214449","Employee_Division"
"214693","Employee_Division","214693","Employee_Division"
"214913","Employee_Division","214913","Employee_Division"
"214935","Employee_Division","214935","Employee_Division"
"215412","Employee_Division","215412","Employee_Division"
"215747","Employee_Division","215747","Employee_Division"
"215759","Employee_Division","215759","Employee_Division"
"215890","Employee_Division","215890","Employee_Division"
"216086","Employee_Division","216086","Employee_Division"
"216341","Employee_Division","216341","Employee_Division"
"217026","Employee_Division","217026","Employee_Division"
"217168","Employee_Division","217168","Employee_Division"
"217180","Employee_Division","217180","Employee_Division"
"217784","Employee_Division","217784","Employee_Division"
"217815","Employee_Division","217815","Employee_Division"
"218064","Employee_Division","218064","Employee_Division"
"218516","Employee_Division","218516","Employee_Division"
"218617","Employee_Division","218617","Employee_Division"
"218752","Employee_Division","218752","Employee_Division"
"218991","Employee_Division","218991","Employee_Division"
"219261","Employee_Division","219261","Employee_Division"
"219367","Employee_Division","219367","Employee_Division"
"219633","Employee_Division","219633","Employee_Division"
"219756","Employee_Division","219756","Employee_Division"
"219893","Employee_Division","219893","Employee_Division"
"220103","Employee_Division","220103","Employee_Division"
"220187","Employee_Division","220187","Employee_Division"
"220376","Employee_Division","220376","Employee_Division"
"220762","Employee_Division","220762","Employee_Division"
"221006","Employee_Division","221006","Employee_Division"
"221225","Employee_Division","221225","Employee_Division"
"221616","Employee_Division","221616","Employee_Division"
"221825","Employee_Division","221825","Employee_Division"
"221847","Employee_Division","221847","Employee_Division"
"222080","Employee_Division","222080","Employee_Division"
"222100","Employee_Division","222100","Employee_Division"
"222576","Employee_Division","222576","Employee_Division"
"222773","Employee_Division","222773","Employee_Division"
"222820","Employee_Division","222820","Employee_Division"
"222885","Employee_Division","222885","Employee_Division"
"222973","Employee_Division","222973","Employee_Division"
"223110","Employee_Division","223110","Employee_Division"
"223535","Employee_Division","223535","Employee_Division"
"223991","Employee_Division","223991","Employee_Division"
"224064","Employee_Division","224064","Employee_Division"
"224585","Employee_Division","224585","Employee_Division"
"224588","Employee_Division","224588","Employee_Division"
"224611","Employee_Division","224611","Employee_Division"
"224613","Employee_Division","224613","Employee_Division"
"224729","Employee_Division","224729","Employee_Division"
"225104","Employee_Division","225104","Employee_Division"
"225345","Employee_Division","225345","Employee_Division"
"225732","Employee_Division","225732","Employee_Division"
"225808","Employee_Division","225808","Employee_Division"
"225911","Employee_Division","225911","Employee_Division"
"225957","Employee_Division","225957","Employee_Division"
"226304","Employee_Division","226304","Employee_Division"
"226442","Employee_Division","226442","Employee_Division"
"226595","Employee_Division","226595","Employee_Division"
"226803","Employee_Division","226803","Employee_Division"
"226835","Employee_Division","226835","Employee_Division"
"227223","Employee_Division","227223","Employee_Division"
"227556","Employee_Division","227556","Employee_Division"
"227632","Employee_Division","227632","Employee_Division"
"228002","Employee_Division","228002","Employee_Division"
